OpenMP is enabled.
Number of threads = 8
app_name: lane_emden
G = 0.00043
Using algorithm: GSPH
Particle id: 0 | n_neighbor: 20 | dens_i: 3.77892 | updated sml: 0.78221 | v_sig_max: 0.326353
Particle id: 3850 | n_neighbor: 25 | dens_i: 37.462 | updated sml: 0.364124 | v_sig_max: 0.695751
Particle id: 1200 | n_neighbor: 29 | dens_i: 7.79148 | updated sml: 0.614572 | v_sig_max: 0.59743
Particle id: 650 | n_neighbor: 28 | dens_i: 9.80154 | updated sml: 0.569308 | v_sig_max: 0.515471
Particle id: 3350 | n_neighbor: 27 | dens_i: 21.38 | updated sml: 0.438978 | v_sig_max: 0.578442
Particle id: 200 | n_neighbor: 26 | dens_i: 23.6495 | updated sml: 0.424462 | v_sig_max: 0.614999
Particle id: 2750 | n_neighbor: 31 | dens_i: 6.12785 | updated sml: 0.665799 | v_sig_max: 0.530957
Particle id: 3900 | n_neighbor: 25 | dens_i: 27.9126 | updated sml: 0.401648 | v_sig_max: 0.631894
Particle id: 1250 | n_neighbor: 26 | dens_i: 41.4195 | updated sml: 0.352136 | v_sig_max: 0.703282
Particle id: 1700 | n_neighbor: 25 | dens_i: 15.7358 | updated sml: 0.486202 | v_sig_max: 0.644048
Particle id: 3400 | n_neighbor: 24 | dens_i: 25.7338 | updated sml: 0.412679 | v_sig_max: 0.613477
Particle id: 250 | n_neighbor: 27 | dens_i: 3.1071 | updated sml: 0.834951 | v_sig_max: 0.418362
Particle id: 700 | n_neighbor: 30 | dens_i: 16.889 | updated sml: 0.474873 | v_sig_max: 0.529044
Particle id: 1300 | n_neighbor: 25 | dens_i: 24.9381 | updated sml: 0.417021 | v_sig_max: 0.629822
Particle id: 3450 | n_neighbor: 26 | dens_i: 48.918 | updated sml: 0.333137 | v_sig_max: 0.729466
Particle id: 2800 | n_neighbor: 25 | dens_i: 45.8072 | updated sml: 0.340514 | v_sig_max: 0.705855
Particle id: 300 | n_neighbor: 25 | dens_i: 27.9126 | updated sml: 0.401648 | v_sig_max: 0.631894
Particle id: 750 | n_neighbor: 24 | dens_i: 23.3481 | updated sml: 0.426281 | v_sig_max: 0.598823
Particle id: 2200 | n_neighbor: 27 | dens_i: 55.014 | updated sml: 0.320348 | v_sig_max: 0.751681
Particle id: 1350 | n_neighbor: 27 | dens_i: 54.3598 | updated sml: 0.321628 | v_sig_max: 0.742229
Particle id: 3950 | n_neighbor: 25 | dens_i: 18.0497 | updated sml: 0.464468 | v_sig_max: 0.577046
Particle id: 1750 | n_neighbor: 25 | dens_i: 29.2448 | updated sml: 0.395454 | v_sig_max: 0.631894
Particle id: 2850 | n_neighbor: 26 | dens_i: 38.7924 | updated sml: 0.359913 | v_sig_max: 0.696635
Particle id: 350 | n_neighbor: 40 | dens_i: 2.53368 | updated sml: 0.893707 | v_sig_max: 0.600686
Particle id: 800 | n_neighbor: 24 | dens_i: 19.2537 | updated sml: 0.454578 | v_sig_max: 0.593278
Particle id: 4000 | n_neighbor: 25 | dens_i: 24.9381 | updated sml: 0.417021 | v_sig_max: 0.629822
Particle id: 1400 | n_neighbor: 27 | dens_i: 37.3054 | updated sml: 0.364632 | v_sig_max: 0.67652
Particle id: 1800 | n_neighbor: 27 | dens_i: 7.80137 | updated sml: 0.614312 | v_sig_max: 0.644048
Particle id: 850 | n_neighbor: 28 | dens_i: 27.0953 | updated sml: 0.405647 | v_sig_max: 0.612477
Particle id: 400 | n_neighbor: 25 | dens_i: 29.924 | updated sml: 0.392439 | v_sig_max: 0.641298
Particle id: 3500 | n_neighbor: 26 | dens_i: 40.2638 | updated sml: 0.355474 | v_sig_max: 0.689818
Particle id: 1450 | n_neighbor: 25 | dens_i: 19.6269 | updated sml: 0.45168 | v_sig_max: 0.575893
Particle id: 1850 | n_neighbor: 26 | dens_i: 46.1474 | updated sml: 0.339675 | v_sig_max: 0.718861
Particle id: 2900 | n_neighbor: 25 | dens_i: 45.8072 | updated sml: 0.340514 | v_sig_max: 0.705855
Particle id: 900 | n_neighbor: 24 | dens_i: 19.2537 | updated sml: 0.454578 | v_sig_max: 0.593278
Particle id: 2250 | n_neighbor: 24 | dens_i: 9.93353 | updated sml: 0.566776 | v_sig_max: 0.693606
Particle id: 3550 | n_neighbor: 33 | dens_i: 11.3523 | updated sml: 0.542107 | v_sig_max: 0.498604
Particle id: 1500 | n_neighbor: 22 | dens_i: 19.6014 | updated sml: 0.451874 | v_sig_max: 0.614859
Particle id: 2950 | n_neighbor: 26 | dens_i: 46.3346 | updated sml: 0.339217 | v_sig_max: 0.719549
Particle id: 4050 | n_neighbor: 26 | dens_i: 21.2919 | updated sml: 0.439583 | v_sig_max: 0.596103
Particle id: 950 | n_neighbor: 26 | dens_i: 26.4151 | updated sml: 0.409099 | v_sig_max: 0.61186
Particle id: 2300 | n_neighbor: 27 | dens_i: 61.2575 | updated sml: 0.309072 | v_sig_max: 0.754931
Particle id: 1900 | n_neighbor: 26 | dens_i: 50.5649 | updated sml: 0.32948 | v_sig_max: 0.73108
Particle id: 3000 | n_neighbor: 26 | dens_i: 28.674 | updated sml: 0.398063 | v_sig_max: 0.643847
Particle id: 4100 | n_neighbor: 31 | dens_i: 6.12785 | updated sml: 0.665799 | v_sig_max: 0.530957
Particle id: 1550 | n_neighbor: 25 | dens_i: 35.1721 | updated sml: 0.37186 | v_sig_max: 0.65862
Particle id: 3600 | n_neighbor: 30 | dens_i: 16.889 | updated sml: 0.474873 | v_sig_max: 0.529044
Particle id: 3050 | n_neighbor: 26 | dens_i: 23.6495 | updated sml: 0.424462 | v_sig_max: 0.614999
Particle id: 450 | n_neighbor: 28 | dens_i: 14.7597 | updated sml: 0.496691 | v_sig_max: 0.525764
Particle id: 1000 | n_neighbor: 27 | dens_i: 37.3054 | updated sml: 0.364632 | v_sig_max: 0.67652
Particle id: 2350 | n_neighbor: 27 | dens_i: 25.6998 | updated sml: 0.41286 | v_sig_max: 0.614999
Particle id: 4150 | n_neighbor: 25 | dens_i: 18.2447 | updated sml: 0.462807 | v_sig_max: 0.620322
Particle id: 3100 | n_neighbor: 28 | dens_i: 15.6487 | updated sml: 0.487103 | v_sig_max: 0.534087
Particle id: 3650 | n_neighbor: 26 | dens_i: 42.5361 | updated sml: 0.349028 | v_sig_max: 0.70347
Particle id: 500 | n_neighbor: 31 | dens_i: 6.12785 | updated sml: 0.665799 | v_sig_max: 0.530957
Particle id: 2400 | n_neighbor: 24 | dens_i: 19.2537 | updated sml: 0.454578 | v_sig_max: 0.593278
Particle id: 4200 | n_neighbor: 31 | dens_i: 5.52838 | updated sml: 0.689043 | v_sig_max: 0.624413
Particle id: 3150 | n_neighbor: 26 | dens_i: 45.1233 | updated sml: 0.342225 | v_sig_max: 0.710773
Particle id: 1950 | n_neighbor: 24 | dens_i: 39.9977 | updated sml: 0.35626 | v_sig_max: 0.699282
Particle id: 1050 | n_neighbor: 24 | dens_i: 14.0497 | updated sml: 0.504923 | v_sig_max: 0.616762
Particle id: 2450 | n_neighbor: 26 | dens_i: 29.6203 | updated sml: 0.393776 | v_sig_max: 0.647506
Particle id: 2000 | n_neighbor: 26 | dens_i: 50.5649 | updated sml: 0.32948 | v_sig_max: 0.73108
Particle id: 2500 | n_neighbor: 25 | dens_i: 29.2448 | updated sml: 0.395454 | v_sig_max: 0.631894
Particle id: 2050 | n_neighbor: 27 | dens_i: 12.8602 | updated sml: 0.520034 | v_sig_max: 0.579565
Particle id: 2550 | n_neighbor: 27 | dens_i: 57.4115 | updated sml: 0.315825 | v_sig_max: 0.750225
Particle id: 2100 | n_neighbor: 21 | dens_i: 22.84 | updated sml: 0.429419 | v_sig_max: 0.738868
Particle id: 2600 | n_neighbor: 23 | dens_i: 20.2471 | updated sml: 0.447018 | v_sig_max: 0.693606
loop: 17, time: 2.17889, dt: 0.122108, num: 4224
write results/00007.dat
Particle id: 0 | n_neighbor: 25 | dens_i: 2.84427 | updated sml: 0.859915 | v_sig_max: 0.415865
Particle id: 3700 | n_neighbor: 25 | dens_i: 44.3711 | updated sml: 0.344148 | v_sig_max: 0.712511
Particle id: 2650 | n_neighbor: 27 | dens_i: 54.1183 | updated sml: 0.322105 | v_sig_max: 0.745691
Particle id: 1600 | n_neighbor: 25 | dens_i: 15.7913 | updated sml: 0.485632 | v_sig_max: 0.676523
Particle id: 3200 | n_neighbor: 27 | dens_i: 54.1183 | updated sml: 0.322105 | v_sig_max: 0.745691
Particle id: 1100 | n_neighbor: 26 | dens_i: 31.1815 | updated sml: 0.387093 | v_sig_max: 0.650395
Particle id: 50 | n_neighbor: 26 | dens_i: 18.4227 | updated sml: 0.461312 | v_sig_max: 0.70856
Particle id: 3750 | n_neighbor: 27 | dens_i: 21.429 | updated sml: 0.438644 | v_sig_max: 0.581704
Particle id: 550 | n_neighbor: 26 | dens_i: 26.6094 | updated sml: 0.408101 | v_sig_max: 0.611807
Particle id: 2700 | n_neighbor: 25 | dens_i: 37.8278 | updated sml: 0.362946 | v_sig_max: 0.697897
Particle id: 1650 | n_neighbor: 27 | dens_i: 60.1871 | updated sml: 0.310893 | v_sig_max: 0.755168
Particle id: 1150 | n_neighbor: 27 | dens_i: 21.429 | updated sml: 0.438644 | v_sig_max: 0.581704
Particle id: 100 | n_neighbor: 26 | dens_i: 18.4227 | updated sml: 0.461312 | v_sig_max: 0.70856
Particle id: 600 | n_neighbor: 26 | dens_i: 26.4734 | updated sml: 0.408799 | v_sig_max: 0.614157
Particle id: 2750 | n_neighbor: 31 | dens_i: 6.11946 | updated sml: 0.666103 | v_sig_max: 0.535777
Particle id: 1700 | n_neighbor: 25 | dens_i: 15.7913 | updated sml: 0.485632 | v_sig_max: 0.676523
Particle id: 1200 | n_neighbor: 29 | dens_i: 7.80229 | updated sml: 0.614288 | v_sig_max: 0.608872
Particle id: 2150 | n_neighbor: 24 | dens_i: 40.6785 | updated sml: 0.354262 | v_sig_max: 0.707584
Particle id: 3250 | n_neighbor: 28 | dens_i: 32.798 | updated sml: 0.380625 | v_sig_max: 0.640775
Particle id: 150 | n_neighbor: 31 | dens_i: 8.5468 | updated sml: 0.595908 | v_sig_max: 0.446216
Particle id: 2800 | n_neighbor: 25 | dens_i: 46.3395 | updated sml: 0.339205 | v_sig_max: 0.712511
Particle id: 1750 | n_neighbor: 25 | dens_i: 29.469 | updated sml: 0.394449 | v_sig_max: 0.637285
Particle id: 1250 | n_neighbor: 26 | dens_i: 41.8272 | updated sml: 0.350989 | v_sig_max: 0.710674
Particle id: 650 | n_neighbor: 28 | dens_i: 9.79884 | updated sml: 0.569361 | v_sig_max: 0.515403
Particle id: 3800 | n_neighbor: 25 | dens_i: 18.2153 | updated sml: 0.463056 | v_sig_max: 0.582781
Particle id: 200 | n_neighbor: 26 | dens_i: 24.0094 | updated sml: 0.42233 | v_sig_max: 0.617793
Particle id: 2200 | n_neighbor: 27 | dens_i: 55.7337 | updated sml: 0.318963 | v_sig_max: 0.762753
Particle id: 1800 | n_neighbor: 28 | dens_i: 7.56474 | updated sml: 0.620652 | v_sig_max: 0.676523
Particle id: 1300 | n_neighbor: 25 | dens_i: 25.1694 | updated sml: 0.41574 | v_sig_max: 0.632112
Particle id: 3300 | n_neighbor: 28 | dens_i: 17.2891 | updated sml: 0.471183 | v_sig_max: 0.555878
Particle id: 2850 | n_neighbor: 26 | dens_i: 39.1621 | updated sml: 0.358777 | v_sig_max: 0.702389
Particle id: 250 | n_neighbor: 27 | dens_i: 3.12745 | updated sml: 0.833135 | v_sig_max: 0.419356
Particle id: 2250 | n_neighbor: 24 | dens_i: 9.62298 | updated sml: 0.572808 | v_sig_max: 0.733775
Particle id: 1850 | n_neighbor: 26 | dens_i: 46.8317 | updated sml: 0.338012 | v_sig_max: 0.725169
Particle id: 1350 | n_neighbor: 27 | dens_i: 54.9432 | updated sml: 0.320485 | v_sig_max: 0.748059
Particle id: 3350 | n_neighbor: 27 | dens_i: 21.429 | updated sml: 0.438644 | v_sig_max: 0.581704
Particle id: 2900 | n_neighbor: 25 | dens_i: 46.3395 | updated sml: 0.339205 | v_sig_max: 0.712511
Particle id: 700 | n_neighbor: 30 | dens_i: 16.9299 | updated sml: 0.474491 | v_sig_max: 0.531772
Particle id: 3850 | n_neighbor: 25 | dens_i: 37.8278 | updated sml: 0.362946 | v_sig_max: 0.697897
Particle id: 300 | n_neighbor: 25 | dens_i: 28.1781 | updated sml: 0.400383 | v_sig_max: 0.637285
Particle id: 1900 | n_neighbor: 26 | dens_i: 51.1108 | updated sml: 0.328303 | v_sig_max: 0.737127
Particle id: 2300 | n_neighbor: 27 | dens_i: 62.0737 | updated sml: 0.307711 | v_sig_max: 0.758959
Particle id: 3900 | n_neighbor: 25 | dens_i: 28.1781 | updated sml: 0.400383 | v_sig_max: 0.637285
Particle id: 750 | n_neighbor: 24 | dens_i: 23.5876 | updated sml: 0.424832 | v_sig_max: 0.602266
Particle id: 2950 | n_neighbor: 26 | dens_i: 46.8464 | updated sml: 0.337977 | v_sig_max: 0.726859
Particle id: 1950 | n_neighbor: 24 | dens_i: 40.6785 | updated sml: 0.354262 | v_sig_max: 0.707584
Particle id: 350 | n_neighbor: 42 | dens_i: 2.52181 | updated sml: 0.89511 | v_sig_max: 0.602076
Particle id: 3400 | n_neighbor: 24 | dens_i: 25.843 | updated sml: 0.412097 | v_sig_max: 0.616713
Particle id: 1400 | n_neighbor: 27 | dens_i: 37.5846 | updated sml: 0.363727 | v_sig_max: 0.681656
Particle id: 3950 | n_neighbor: 25 | dens_i: 18.2153 | updated sml: 0.463056 | v_sig_max: 0.582781
Particle id: 800 | n_neighbor: 24 | dens_i: 19.5341 | updated sml: 0.452392 | v_sig_max: 0.597426
Particle id: 3000 | n_neighbor: 26 | dens_i: 28.8649 | updated sml: 0.397181 | v_sig_max: 0.644155
Particle id: 2350 | n_neighbor: 27 | dens_i: 26.0706 | updated sml: 0.410893 | v_sig_max: 0.617793
Particle id: 3450 | n_neighbor: 26 | dens_i: 49.5567 | updated sml: 0.3317 | v_sig_max: 0.736509
Particle id: 4000 | n_neighbor: 25 | dens_i: 25.1694 | updated sml: 0.41574 | v_sig_max: 0.632112
Particle id: 850 | n_neighbor: 28 | dens_i: 27.1201 | updated sml: 0.405523 | v_sig_max: 0.615798
Particle id: 3050 | n_neighbor: 26 | dens_i: 24.0094 | updated sml: 0.42233 | v_sig_max: 0.617793
Particle id: 1450 | n_neighbor: 26 | dens_i: 19.7428 | updated sml: 0.450794 | v_sig_max: 0.57679
Particle id: 2000 | n_neighbor: 26 | dens_i: 51.1108 | updated sml: 0.328303 | v_sig_max: 0.737127
Particle id: 3500 | n_neighbor: 26 | dens_i: 40.6506 | updated sml: 0.354343 | v_sig_max: 0.697436
Particle id: 4050 | n_neighbor: 26 | dens_i: 21.4954 | updated sml: 0.438192 | v_sig_max: 0.597527
Particle id: 2400 | n_neighbor: 24 | dens_i: 19.5341 | updated sml: 0.452392 | v_sig_max: 0.597426
Particle id: 400 | n_neighbor: 25 | dens_i: 30.2723 | updated sml: 0.390928 | v_sig_max: 0.643167
Particle id: 1500 | n_neighbor: 23 | dens_i: 19.8227 | updated sml: 0.450186 | v_sig_max: 0.750833
Particle id: 2050 | n_neighbor: 26 | dens_i: 12.9256 | updated sml: 0.519154 | v_sig_max: 0.575695
Particle id: 900 | n_neighbor: 24 | dens_i: 19.5341 | updated sml: 0.452392 | v_sig_max: 0.597426
Particle id: 4100 | n_neighbor: 31 | dens_i: 6.11946 | updated sml: 0.666103 | v_sig_max: 0.535777
Particle id: 3550 | n_neighbor: 33 | dens_i: 11.3864 | updated sml: 0.541565 | v_sig_max: 0.502454
Particle id: 2450 | n_neighbor: 25 | dens_i: 29.8636 | updated sml: 0.392704 | v_sig_max: 0.648399
Particle id: 450 | n_neighbor: 28 | dens_i: 14.8708 | updated sml: 0.495451 | v_sig_max: 0.529893
Particle id: 2100 | n_neighbor: 22 | dens_i: 23.0098 | updated sml: 0.428359 | v_sig_max: 0.71172
Particle id: 3100 | n_neighbor: 28 | dens_i: 15.7276 | updated sml: 0.486287 | v_sig_max: 0.53776
Particle id: 2500 | n_neighbor: 25 | dens_i: 29.469 | updated sml: 0.394449 | v_sig_max: 0.637285
Particle id: 3600 | n_neighbor: 30 | dens_i: 16.9299 | updated sml: 0.474491 | v_sig_max: 0.531772
Particle id: 4150 | n_neighbor: 26 | dens_i: 18.4227 | updated sml: 0.461312 | v_sig_max: 0.70856
Particle id: 500 | n_neighbor: 31 | dens_i: 6.11946 | updated sml: 0.666103 | v_sig_max: 0.535777
Particle id: 3150 | n_neighbor: 26 | dens_i: 45.6336 | updated sml: 0.340945 | v_sig_max: 0.718766
Particle id: 2550 | n_neighbor: 27 | dens_i: 57.9332 | updated sml: 0.314874 | v_sig_max: 0.757502
Particle id: 950 | n_neighbor: 26 | dens_i: 26.4734 | updated sml: 0.408799 | v_sig_max: 0.614157
Particle id: 3650 | n_neighbor: 26 | dens_i: 43.0608 | updated sml: 0.347604 | v_sig_max: 0.710674
Particle id: 4200 | n_neighbor: 31 | dens_i: 5.40708 | updated sml: 0.694158 | v_sig_max: 0.64787
Particle id: 1550 | n_neighbor: 25 | dens_i: 35.4497 | updated sml: 0.370887 | v_sig_max: 0.664106
Particle id: 1000 | n_neighbor: 27 | dens_i: 37.5846 | updated sml: 0.363727 | v_sig_max: 0.681656
Particle id: 2600 | n_neighbor: 23 | dens_i: 20.2873 | updated sml: 0.446722 | v_sig_max: 0.733775
Particle id: 1050 | n_neighbor: 24 | dens_i: 14.1285 | updated sml: 0.503983 | v_sig_max: 0.639432
loop: 18, time: 2.29973, dt: 0.120848, num: 4224
Particle id: 0 | n_neighbor: 25 | dens_i: 2.78038 | updated sml: 0.866452 | v_sig_max: 0.42021
Particle id: 3700 | n_neighbor: 25 | dens_i: 44.919 | updated sml: 0.342743 | v_sig_max: 0.718184
Particle id: 1600 | n_neighbor: 27 | dens_i: 15.8398 | updated sml: 0.485135 | v_sig_max: 0.707371
Particle id: 550 | n_neighbor: 26 | dens_i: 26.9711 | updated sml: 0.406268 | v_sig_max: 0.618769
Particle id: 2650 | n_neighbor: 27 | dens_i: 54.855 | updated sml: 0.320657 | v_sig_max: 0.754226
Particle id: 1100 | n_neighbor: 26 | dens_i: 31.34 | updated sml: 0.386439 | v_sig_max: 0.653671
Particle id: 50 | n_neighbor: 25 | dens_i: 18.5956 | updated sml: 0.459878 | v_sig_max: 0.693932
Particle id: 3750 | n_neighbor: 28 | dens_i: 21.5003 | updated sml: 0.438159 | v_sig_max: 0.585051
Particle id: 2150 | n_neighbor: 24 | dens_i: 41.385 | updated sml: 0.352234 | v_sig_max: 0.716479
Particle id: 600 | n_neighbor: 26 | dens_i: 26.5547 | updated sml: 0.408381 | v_sig_max: 0.616454
Particle id: 1650 | n_neighbor: 27 | dens_i: 60.9789 | updated sml: 0.309542 | v_sig_max: 0.760659
Particle id: 2700 | n_neighbor: 25 | dens_i: 38.2014 | updated sml: 0.361759 | v_sig_max: 0.69653
Particle id: 1150 | n_neighbor: 28 | dens_i: 21.5003 | updated sml: 0.438159 | v_sig_max: 0.585051
Particle id: 3200 | n_neighbor: 27 | dens_i: 54.855 | updated sml: 0.320657 | v_sig_max: 0.754226
Particle id: 3800 | n_neighbor: 25 | dens_i: 18.3805 | updated sml: 0.461664 | v_sig_max: 0.588294
Particle id: 100 | n_neighbor: 25 | dens_i: 18.5956 | updated sml: 0.459878 | v_sig_max: 0.693932
Particle id: 650 | n_neighbor: 29 | dens_i: 9.79443 | updated sml: 0.569446 | v_sig_max: 0.517845
Particle id: 2200 | n_neighbor: 27 | dens_i: 56.5059 | updated sml: 0.317503 | v_sig_max: 0.77493
Particle id: 2750 | n_neighbor: 31 | dens_i: 6.11199 | updated sml: 0.666375 | v_sig_max: 0.538682
Particle id: 1700 | n_neighbor: 27 | dens_i: 15.8398 | updated sml: 0.485135 | v_sig_max: 0.707371
Particle id: 3850 | n_neighbor: 25 | dens_i: 38.2014 | updated sml: 0.361759 | v_sig_max: 0.69653
Particle id: 3250 | n_neighbor: 28 | dens_i: 32.9221 | updated sml: 0.380146 | v_sig_max: 0.643909
Particle id: 700 | n_neighbor: 30 | dens_i: 16.9825 | updated sml: 0.474001 | v_sig_max: 0.534644
Particle id: 2250 | n_neighbor: 28 | dens_i: 9.37714 | updated sml: 0.577771 | v_sig_max: 0.772117
Particle id: 2800 | n_neighbor: 25 | dens_i: 46.928 | updated sml: 0.337781 | v_sig_max: 0.718184
Particle id: 1750 | n_neighbor: 25 | dens_i: 29.7259 | updated sml: 0.393309 | v_sig_max: 0.642537
Particle id: 150 | n_neighbor: 31 | dens_i: 8.59217 | updated sml: 0.594858 | v_sig_max: 0.441711
Particle id: 3900 | n_neighbor: 25 | dens_i: 28.4688 | updated sml: 0.399015 | v_sig_max: 0.642537
Particle id: 750 | n_neighbor: 24 | dens_i: 23.8395 | updated sml: 0.423331 | v_sig_max: 0.604591
Particle id: 1200 | n_neighbor: 29 | dens_i: 7.81723 | updated sml: 0.613896 | v_sig_max: 0.617484
Particle id: 2300 | n_neighbor: 27 | dens_i: 63.0068 | updated sml: 0.306185 | v_sig_max: 0.763045
Particle id: 200 | n_neighbor: 26 | dens_i: 24.3703 | updated sml: 0.420235 | v_sig_max: 0.620287
Particle id: 3950 | n_neighbor: 25 | dens_i: 18.3805 | updated sml: 0.461664 | v_sig_max: 0.588294
Particle id: 800 | n_neighbor: 24 | dens_i: 19.8037 | updated sml: 0.450329 | v_sig_max: 0.600174
Particle id: 1250 | n_neighbor: 26 | dens_i: 42.2586 | updated sml: 0.34979 | v_sig_max: 0.717288
Particle id: 3300 | n_neighbor: 28 | dens_i: 17.3655 | updated sml: 0.470491 | v_sig_max: 0.558432
Particle id: 1800 | n_neighbor: 28 | dens_i: 7.37446 | updated sml: 0.625944 | v_sig_max: 0.707371
Particle id: 250 | n_neighbor: 27 | dens_i: 3.14659 | updated sml: 0.831443 | v_sig_max: 0.419132
Particle id: 2850 | n_neighbor: 26 | dens_i: 39.5536 | updated sml: 0.357589 | v_sig_max: 0.707802
Particle id: 4000 | n_neighbor: 25 | dens_i: 25.4056 | updated sml: 0.414447 | v_sig_max: 0.632786
Particle id: 3350 | n_neighbor: 28 | dens_i: 21.5003 | updated sml: 0.438159 | v_sig_max: 0.585051
Particle id: 2350 | n_neighbor: 26 | dens_i: 26.4675 | updated sml: 0.408829 | v_sig_max: 0.619113
Particle id: 2900 | n_neighbor: 25 | dens_i: 46.928 | updated sml: 0.337781 | v_sig_max: 0.718184
Particle id: 4050 | n_neighbor: 25 | dens_i: 21.6936 | updated sml: 0.436853 | v_sig_max: 0.597677
Particle id: 3400 | n_neighbor: 24 | dens_i: 25.9799 | updated sml: 0.411372 | v_sig_max: 0.620045
Particle id: 850 | n_neighbor: 27 | dens_i: 27.1722 | updated sml: 0.405264 | v_sig_max: 0.619112
Particle id: 2950 | n_neighbor: 26 | dens_i: 47.4309 | updated sml: 0.336583 | v_sig_max: 0.734693
Particle id: 4100 | n_neighbor: 31 | dens_i: 6.11199 | updated sml: 0.666375 | v_sig_max: 0.538682
Particle id: 1300 | n_neighbor: 25 | dens_i: 25.4056 | updated sml: 0.414447 | v_sig_max: 0.632786
Particle id: 300 | n_neighbor: 25 | dens_i: 28.4688 | updated sml: 0.399015 | v_sig_max: 0.642537
Particle id: 2400 | n_neighbor: 24 | dens_i: 19.8037 | updated sml: 0.450329 | v_sig_max: 0.600174
Particle id: 1850 | n_neighbor: 26 | dens_i: 47.5995 | updated sml: 0.336185 | v_sig_max: 0.730888
Particle id: 3450 | n_neighbor: 26 | dens_i: 50.2607 | updated sml: 0.330144 | v_sig_max: 0.743198
Particle id: 900 | n_neighbor: 24 | dens_i: 19.8037 | updated sml: 0.450329 | v_sig_max: 0.600174
Particle id: 3000 | n_neighbor: 26 | dens_i: 29.0775 | updated sml: 0.396211 | v_sig_max: 0.642795
Particle id: 2450 | n_neighbor: 24 | dens_i: 30.1048 | updated sml: 0.391652 | v_sig_max: 0.647581
Particle id: 350 | n_neighbor: 42 | dens_i: 2.51812 | updated sml: 0.895544 | v_sig_max: 0.602835
Particle id: 3500 | n_neighbor: 26 | dens_i: 41.0615 | updated sml: 0.353157 | v_sig_max: 0.704772
Particle id: 950 | n_neighbor: 26 | dens_i: 26.5547 | updated sml: 0.408381 | v_sig_max: 0.616454
Particle id: 2500 | n_neighbor: 25 | dens_i: 29.7259 | updated sml: 0.393309 | v_sig_max: 0.642537
Particle id: 4150 | n_neighbor: 25 | dens_i: 18.5956 | updated sml: 0.459878 | v_sig_max: 0.693932
Particle id: 1350 | n_neighbor: 27 | dens_i: 55.5715 | updated sml: 0.319273 | v_sig_max: 0.753938
Particle id: 1900 | n_neighbor: 26 | dens_i: 51.7334 | updated sml: 0.326981 | v_sig_max: 0.743803
Particle id: 3050 | n_neighbor: 26 | dens_i: 24.3703 | updated sml: 0.420235 | v_sig_max: 0.620287
Particle id: 1000 | n_neighbor: 27 | dens_i: 37.8707 | updated sml: 0.362809 | v_sig_max: 0.686451
Particle id: 400 | n_neighbor: 25 | dens_i: 30.6612 | updated sml: 0.389269 | v_sig_max: 0.649611
Particle id: 2550 | n_neighbor: 27 | dens_i: 58.4974 | updated sml: 0.313858 | v_sig_max: 0.766452
Particle id: 3550 | n_neighbor: 33 | dens_i: 11.4225 | updated sml: 0.540995 | v_sig_max: 0.505262
Particle id: 1950 | n_neighbor: 24 | dens_i: 41.385 | updated sml: 0.352234 | v_sig_max: 0.716479
Particle id: 3100 | n_neighbor: 28 | dens_i: 15.8171 | updated sml: 0.485369 | v_sig_max: 0.541545
Particle id: 1050 | n_neighbor: 24 | dens_i: 14.2049 | updated sml: 0.503077 | v_sig_max: 0.660885
Particle id: 3600 | n_neighbor: 30 | dens_i: 16.9825 | updated sml: 0.474001 | v_sig_max: 0.534644
Particle id: 4200 | n_neighbor: 31 | dens_i: 5.31797 | updated sml: 0.698014 | v_sig_max: 0.668839
Particle id: 1400 | n_neighbor: 27 | dens_i: 37.8707 | updated sml: 0.362809 | v_sig_max: 0.686451
Particle id: 2000 | n_neighbor: 26 | dens_i: 51.7334 | updated sml: 0.326981 | v_sig_max: 0.743803
Particle id: 3150 | n_neighbor: 26 | dens_i: 46.2004 | updated sml: 0.339545 | v_sig_max: 0.727035
Particle id: 450 | n_neighbor: 28 | dens_i: 14.9871 | updated sml: 0.494166 | v_sig_max: 0.534151
Particle id: 2600 | n_neighbor: 23 | dens_i: 20.3196 | updated sml: 0.446486 | v_sig_max: 0.772117
Particle id: 3650 | n_neighbor: 26 | dens_i: 43.6219 | updated sml: 0.346107 | v_sig_max: 0.717288
Particle id: 2050 | n_neighbor: 26 | dens_i: 12.9818 | updated sml: 0.518404 | v_sig_max: 0.571089
Particle id: 1450 | n_neighbor: 27 | dens_i: 19.8724 | updated sml: 0.44981 | v_sig_max: 0.576557
Particle id: 500 | n_neighbor: 31 | dens_i: 6.11199 | updated sml: 0.666375 | v_sig_max: 0.538682
Particle id: 2100 | n_neighbor: 24 | dens_i: 23.1691 | updated sml: 0.427376 | v_sig_max: 0.728822
Particle id: 1500 | n_neighbor: 24 | dens_i: 20.0365 | updated sml: 0.448579 | v_sig_max: 0.734773
Particle id: 1550 | n_neighbor: 25 | dens_i: 35.7515 | updated sml: 0.369841 | v_sig_max: 0.670128
loop: 19, time: 2.4196, dt: 0.119866, num: 4224
write results/00008.dat
Particle id: 0 | n_neighbor: 25 | dens_i: 2.72149 | updated sml: 0.872658 | v_sig_max: 0.42364
Particle id: 3700 | n_neighbor: 25 | dens_i: 45.5016 | updated sml: 0.341274 | v_sig_max: 0.723146
Particle id: 1600 | n_neighbor: 27 | dens_i: 15.881 | updated sml: 0.484716 | v_sig_max: 0.734894
